District,Month,Cases,Year,YearMonth,Precipitation_mm,Temp_Min_C,Temp_Max_C,Soil_Moisture_0_7cm,MRiceArea,MRiceYield,SRiceArea,SRiceYield,Population,Households
Mullaitivu,7,0,2010,2010-07,17.1,26.202,34.052,0.14992742,"2,180","5,316","1,183","3,877",87963,23346
Nuwara Eliya,7,5,2010,2010-07,224.4,14.6640005,22.764,0.48199865,"5,586","4,134","3,030","4,420",709396,173459
Polonnaruwa,7,3,2010,2010-07,39.4,23.7435,34.9935,0.26007798,"60,312","5,336","58,301","5,095",399564,107281
Puttalam,7,2,2010,2010-07,128.7,24.5195,30.369501,0.34553495,"14,415","3,973","10,576","3,567",753378,197128
Ratnapura,7,38,2010,2010-07,225.5,21.7795,30.2795,0.48420298,"13,485","3,318","11,463","3,280",1078721,277058
Trincomalee,7,5,2010,2010-07,21.3,25.869501,34.8195,0.1663535,"26,535","4,332","13,116","4,853",369921,90149
Vavuniya,7,0,2010,2010-07,59.7,23.761,35.111,0.23708871,"4,830","5,367",834,"4,724",172082,40631
Ampara,8,1,2010,2010-08,133.1,23.9005,34.900497,0.28744087,"69,861","5,368","59,255","4,877",634771,157727
Anuradhapura,8,8,2010,2010-08,82.299995,23.727999,34.778,0.28146237,"81,463","4,924","22,887","4,887",845024,223161
Badulla,8,12,2010,2010-08,66.200005,19.311,32.711,0.33890593,"27,023","4,324","12,665","4,480",806289,201422
Batticaloa,8,0,2010,2010-08,103.9,24.4,36.1,0.20947176,"54,855","4,031","20,901","4,008",515820,128890
Colombo,8,32,2010,2010-08,201.5,23.111,29.011,0.3956667,"4,764","3,505","2,656","3,209",2315945,553120
Galle,8,7,2010,2010-08,129.5,24.182499,28.4825,0.4807621,"17,156","3,286","11,732","2,943",1057765,263786
Gampaha,8,29,2010,2010-08,224.6,23.024,29.274,0.47444084,"12,534","3,451","7,828","3,687",2283647,585375
Hambantota,8,6,2010,2010-08,20.1,24.902,34.052,0.14576344,"26,098","5,183","24,255","5,114",588747,151269
Jaffna,8,0,2010,2010-08,146.2,25.324001,32.823997,0.24176747,"8,948","2,605",,,582090,132897
Kalutara,8,21,2010,2010-08,201.5,23.387,28.487,0.48362094,"15,369","3,208","12,025","2,682",1208508,294227
Kandy,8,11,2010,2010-08,74.3,18.972,28.322,0.44448388,754,934,"10,121","3,567",1361469,334751
Kegalle,8,16,2010,2010-08,235.9,20.932499,28.5825,0.47775403,"8,337","3,791","7,216","2,846",835777,215129
Kilinochchi,8,1,2010,2010-08,123.09999,24.265501,35.5155,0.22546102,-,-,,,110046,26054
Kurunegala,8,13,2010,2010-08,150.9,22.077501,30.177502,0.4704113,"68,758","4,033","56,682","3,993",1594779,427106
Mannar,8,0,2010,2010-08,64.200005,24.563,31.763,0.19751479,"8,093","5,403",600,"3,909",96026,20645
Matale,8,4,2010,2010-08,131.09999,21.875502,31.0755,0.34642205,"20,248","4,494","10,719","4,292",477813,124434
Matara,8,29,2010,2010-08,129.5,24.0975,28.6475,0.47023255,"15,908","3,641","15,574","3,415",810141,199686
Monaragala,8,3,2010,2010-08,169.3,22.311,34.961,0.3802258,"27,360","4,413","14,016","4,210",439429,115416
Mullaitivu,8,0,2010,2010-08,133.2,24.552,34.752,0.23196238,"2,180","5,316","1,183","3,877",87963,23346
Nuwara Eliya,8,0,2010,2010-08,254.7,14.564,22.463999,0.4775403,"5,586","4,134","3,030","4,420",709396,173459
Polonnaruwa,8,2,2010,2010-08,81.3,23.8435,36.0935,0.26338172,"60,312","5,336","58,301","5,095",399564,107281
Puttalam,8,4,2010,2010-08,81.1,24.969501,30.5695,0.23388979,"14,415","3,973","10,576","3,567",753378,197128
Ratnapura,8,27,2010,2010-08,234.5,20.9795,28.4795,0.4853844,"13,485","3,318","11,463","3,280",1078721,277058
Trincomalee,8,2,2010,2010-08,105.2,24.369501,35.2195,0.25510082,"26,535","4,332","13,116","4,853",369921,90149
Vavuniya,8,0,2010,2010-08,94.0,23.461,36.060997,0.25247714,"4,830","5,367",834,"4,724",172082,40631
Ampara,9,0,2010,2010-09,155.1,24.1005,33.5505,0.3485931,"69,861","5,368","59,255","4,877",634771,157727
Anuradhapura,9,6,2010,2010-09,129.1,22.678,33.378,0.31891805,"81,463","4,924","22,887","4,887",845024,223161
Badulla,9,8,2010,2010-09,187.8,19.611,32.411,0.36823332,"27,023","4,324","12,665","4,480",806289,201422
Batticaloa,9,1,2010,2010-09,124.2,24.1,35.35,0.23471388,"54,855","4,031","20,901","4,008",515820,128890
Colombo,9,44,2010,2010-09,267.1,22.611,29.161001,0.39801806,"4,764","3,505","2,656","3,209",2315945,553120
Galle,9,18,2010,2010-09,201.2,23.5325,28.4825,0.47950694,"17,156","3,286","11,732","2,943",1057765,263786
Gampaha,9,71,2010,2010-09,254.09999,22.674002,29.324001,0.47395974,"12,534","3,451","7,828","3,687",2283647,585375
Hambantota,9,6,2010,2010-09,75.8,23.352,33.752,0.19487222,"26,098","5,183","24,255","5,114",588747,151269
Jaffna,9,0,2010,2010-09,96.3,24.724,30.174002,0.2919861,"8,948","2,605",,,582090,132897
Kalutara,9,59,2010,2010-09,267.1,22.786999,28.737,0.47648054,"15,369","3,208","12,025","2,682",1208508,294227
Kandy,9,14,2010,2010-09,97.0,19.022001,27.672,0.4366861,754,934,"10,121","3,567",1361469,334751
Kegalle,9,42,2010,2010-09,213.90001,20.682499,28.182499,0.46878335,"8,337","3,791","7,216","2,846",835777,215129
Kilinochchi,9,2,2010,2010-09,84.3,23.9155,32.565502,0.2560528,-,-,,,110046,26054
Kurunegala,9,20,2010,2010-09,150.8,21.6275,29.677502,0.4616486,"68,758","4,033","56,682","3,993",1594779,427106
Mannar,9,0,2010,2010-09,100.5,23.963001,30.413,0.23009859,"8,093","5,403",600,"3,909",96026,20645
Matale,9,10,2010,2010-09,139.3,21.3255,30.0755,0.3492903,"20,248","4,494","10,719","4,292",477813,124434
Matara,9,68,2010,2010-09,201.2,23.1975,28.7975,0.46605414,"15,908","3,641","15,574","3,415",810141,199686
Monaragala,9,2,2010,2010-09,265.3,22.061,34.711,0.39036387,"27,360","4,413","14,016","4,210",439429,115416
Mullaitivu,9,0,2010,2010-09,141.2,24.402,32.802,0.2768861,"2,180","5,316","1,183","3,877",87963,23346
Nuwara Eliya,9,2,2010,2010-09,336.0,14.464,22.514,0.47268194,"5,586","4,134","3,030","4,420",709396,173459
Polonnaruwa,9,2,2010,2010-09,81.8,22.9935,35.3935,0.2931958,"60,312","5,336","58,301","5,095",399564,107281
Puttalam,9,5,2010,2010-09,125.600006,24.2695,29.9195,0.27146387,"14,415","3,973","10,576","3,567",753378,197128
Ratnapura,9,29,2010,2010-09,302.69998,21.0295,28.579498,0.47683194,"13,485","3,318","11,463","3,280",1078721,277058
Trincomalee,9,0,2010,2010-09,122.7,24.0695,33.919502,0.27283612,"26,535","4,332","13,116","4,853",369921,90149
Vavuniya,9,0,2010,2010-09,179.1,22.211,34.611,0.29293334,"4,830","5,367",834,"4,724",172082,40631
Ampara,10,0,2010,2010-10,144.2,23.0005,33.1005,0.33755648,"69,861","5,368","59,255","4,877",634771,157727
Anuradhapura,10,8,2010,2010-10,154.7,22.678,31.627998,0.34551343,"81,463","4,924","22,887","4,887",845024,223161
Badulla,10,10,2010,2010-10,141.4,17.111,31.361,0.3876075,"27,023","4,324","12,665","4,480",806289,201422
Batticaloa,10,2,2010,2010-10,102.5,23.75,34.85,0.212918,"54,855","4,031","20,901","4,008",515820,128890
Colombo,10,64,2010,2010-10,281.2,23.561,29.711,0.37628764,"4,764","3,505","2,656","3,209",2315945,553120
Galle,10,61,2010,2010-10,166.0,23.8825,28.832499,0.46742877,"17,156","3,286","11,732","2,943",1057765,263786
Gampaha,10,110,2010,2010-10,284.1,23.074001,29.474,0.46881586,"12,534","3,451","7,828","3,687",2283647,585375
Hambantota,10,5,2010,2010-10,50.4,23.752,32.952,0.22013575,"26,098","5,183","24,255","5,114",588747,151269
Jaffna,10,0,2010,2010-10,174.5,24.374,29.774,0.3159664,"8,948","2,605",,,582090,132897
Kalutara,10,56,2010,2010-10,281.2,23.737,28.937,0.47056854,"15,369","3,208","12,025","2,682",1208508,294227
Kandy,10,30,2010,2010-10,244.79999,17.772001,28.172,0.43419087,754,934,"10,121","3,567",1361469,334751
Kegalle,10,90,2010,2010-10,289.9,20.932499,28.0825,0.47028223,"8,337","3,791","7,216","2,846",835777,215129
Kilinochchi,10,0,2010,2010-10,200.50002,23.8155,32.565502,0.29036695,-,-,,,110046,26054
Kurunegala,10,49,2010,2010-10,336.3,21.427502,29.3775,0.46154702,"68,758","4,033","56,682","3,993",1594779,427106
Mannar,10,0,2010,2010-10,166.70001,23.863,30.313,0.28122178,"8,093","5,403",600,"3,909",96026,20645
Matale,10,12,2010,2010-10,348.4,21.0755,30.0755,0.38807663,"20,248","4,494","10,719","4,292",477813,124434
Matara,10,36,2010,2010-10,166.0,23.7975,28.9475,0.46464786,"15,908","3,641","15,574","3,415",810141,199686
Monaragala,10,1,2010,2010-10,191.4,19.911001,33.961,0.34060213,"27,360","4,413","14,016","4,210",439429,115416
Mullaitivu,10,0,2010,2010-10,170.40001,24.302,32.651997,0.29866397,"2,180","5,316","1,183","3,877",87963,23346
Nuwara Eliya,10,6,2010,2010-10,301.7,12.614,22.064,0.4534973,"5,586","4,134","3,030","4,420",709396,173459
Polonnaruwa,10,8,2010,2010-10,114.8,22.793499,36.2435,0.30985618,"60,312","5,336","58,301","5,095",399564,107281
Puttalam,10,5,2010,2010-10,274.80002,23.619501,29.369501,0.3505282,"14,415","3,973","10,576","3,567",753378,197128
Ratnapura,10,53,2010,2010-10,256.5,20.2795,28.629501,0.47720295,"13,485","3,318","11,463","3,280",1078721,277058
Trincomalee,10,8,2010,2010-10,72.1,24.119501,33.4695,0.26522174,"26,535","4,332","13,116","4,853",369921,90149
Vavuniya,10,0,2010,2010-10,164.8,22.161001,33.010998,0.32041264,"4,830","5,367",834,"4,724",172082,40631
Ampara,11,1,2010,2010-11,383.6,22.6505,30.5505,0.4000639,"69,861","5,368","59,255","4,877",634771,157727
Anuradhapura,11,11,2010,2010-11,338.6,21.828,31.028,0.40551248,"81,463","4,924","22,887","4,887",845024,223161
Badulla,11,8,2010,2010-11,430.2,18.511,27.561,0.4777236,"27,023","4,324","12,665","4,480",806289,201422
Batticaloa,11,0,2010,2010-11,324.6,23.4,31.45,0.34925973,"54,855","4,031","20,901","4,008",515820,128890
Colombo,11,37,2010,2010-11,507.2,23.111,30.011,0.40572917,"4,764","3,505","2,656","3,209",2315945,553120
Galle,11,14,2010,2010-11,390.1,23.7325,29.082499,0.48435694,"17,156","3,286","11,732","2,943",1057765,263786
Gampaha,11,73,2010,2010-11,465.40002,22.524,30.274,0.471775,"12,534","3,451","7,828","3,687",2283647,585375
Hambantota,11,11,2010,2010-11,350.1,23.402,31.352,0.35603613,"26,098","5,183","24,255","5,114",588747,151269
Jaffna,11,0,2010,2010-11,356.80002,24.124,29.124,0.3934278,"8,948","2,605",,,582090,132897
Kalutara,11,49,2010,2010-11,507.2,23.036999,29.237,0.47466946,"15,369","3,208","12,025","2,682",1208508,294227
Kandy,11,47,2010,2010-11,363.0,19.422,27.472,0.47247916,754,934,"10,121","3,567",1361469,334751
Kegalle,11,55,2010,2010-11,397.6,20.0325,28.6325,0.47356525,"8,337","3,791","7,216","2,846",835777,215129
Kilinochchi,11,0,2010,2010-11,321.9,23.515501,30.2155,0.39446667,-,-,,,110046,26054
Kurunegala,11,50,2010,2010-11,359.2,20.9775,29.677502,0.4776625,"68,758","4,033","56,682","3,993",1594779,427106
Mannar,11,0,2010,2010-11,286.9,23.463001,30.113,0.37557083,"8,093","5,403",600,"3,909",96026,20645
Matale,11,13,2010,2010-11,439.1,20.4255,29.4255,0.4330639,"20,248","4,494","10,719","4,292",477813,124434
Matara,11,34,2010,2010-11,390.1,23.4975,29.4975,0.48013747,"15,908","3,641","15,574","3,415",810141,199686
Monaragala,11,6,2010,2010-11,413.9,20.161001,31.111,0.4184264,"27,360","4,413","14,016","4,210",439429,115416
Mullaitivu,11,0,2010,2010-11,339.80002,23.552,30.452,0.39093333,"2,180","5,316","1,183","3,877",87963,23346
Nuwara Eliya,11,4,2010,2010-11,414.3,13.564,21.314,0.47665694,"5,586","4,134","3,030","4,420",709396,173459
Polonnaruwa,11,22,2010,2010-11,327.6,21.8935,32.2935,0.45260417,"60,312","5,336","58,301","5,095",399564,107281
Puttalam,11,4,2010,2010-11,313.8,23.5195,30.0695,0.41040695,"14,415","3,973","10,576","3,567",753378,197128
Ratnapura,11,26,2010,2010-11,522.3,20.9295,29.4795,0.47915834,"13,485","3,318","11,463","3,280",1078721,277058
Trincomalee,11,10,2010,2010-11,350.1,23.6695,31.2695,0.3675389,"26,535","4,332","13,116","4,853",369921,90149
Vavuniya,11,0,2010,2010-11,314.3,21.711,30.761,0.40194446,"4,830","5,367",834,"4,724",172082,40631
Ampara,12,3,2010,2010-12,478.1,21.2005,29.6005,0.40123522,"69,861","5,368","59,255","4,877",634771,157727
Anuradhapura,12,31,2010,2010-12,576.3,21.028,29.428,0.3982769,"81,463","4,924","22,887","4,887",845024,223161
Badulla,12,4,2010,2010-12,386.19998,17.661001,27.061,0.47325134,"27,023","4,324","12,665","4,480",806289,201422
Batticaloa,12,1,2010,2010-12,595.5,20.9,30.35,0.3733683,"54,855","4,031","20,901","4,008",515820,128890
Colombo,12,49,2010,2010-12,392.9,20.161001,29.461,0.390914,"4,764","3,505","2,656","3,209",2315945,553120
Galle,12,34,2010,2010-12,347.09998,20.8825,28.7825,0.47383872,"17,156","3,286","11,732","2,943",1057765,263786
Gampaha,12,50,2010,2010-12,379.1,20.524,29.824001,0.45978495,"12,534","3,451","7,828","3,687",2283647,585375
Hambantota,12,18,2010,2010-12,343.4,21.802,29.802,0.38729438,"26,098","5,183","24,255","5,114",588747,151269
Jaffna,12,0,2010,2010-12,415.5,22.324001,27.874,0.38799328,"8,948","2,605",,,582090,132897
Kalutara,12,30,2010,2010-12,392.9,20.487,29.286999,0.46206722,"15,369","3,208","12,025","2,682",1208508,294227
Kandy,12,27,2010,2010-12,506.8,17.772001,26.672,0.47654974,754,934,"10,121","3,567",1361469,334751
Kegalle,12,57,2010,2010-12,390.5,18.8825,28.182499,0.47417873,"8,337","3,791","7,216","2,846",835777,215129
Kilinochchi,12,0,2010,2010-12,536.7,20.6655,29.0655,0.3927554,-,-,,,110046,26054
Kurunegala,12,37,2010,2010-12,428.0,19.6275,29.427502,0.47651207,"68,758","4,033","56,682","3,993",1594779,427106
Mannar,12,7,2010,2010-12,418.8,21.913,28.413,0.40008467,"8,093","5,403",600,"3,909",96026,20645
Matale,12,34,2010,2010-12,501.80002,19.0755,28.375502,0.43334007,"20,248","4,494","10,719","4,292",477813,124434
Matara,12,24,2010,2010-12,347.09998,20.6975,28.9475,0.46514916,"15,908","3,641","15,574","3,415",810141,199686
Monaragala,12,11,2010,2010-12,457.5,18.811,29.611,0.41061828,"27,360","4,413","14,016","4,210",439429,115416
Mullaitivu,12,8,2010,2010-12,612.0,22.952,29.552,0.39769894,"2,180","5,316","1,183","3,877",87963,23346
Nuwara Eliya,12,3,2010,2010-12,485.00003,12.1640005,20.314,0.47745028,"5,586","4,134","3,030","4,420",709396,173459
Polonnaruwa,12,16,2010,2010-12,552.4,20.4435,30.4435,0.45061424,"60,312","5,336","58,301","5,095",399564,107281
Puttalam,12,5,2010,2010-12,402.09998,22.1695,29.469501,0.39742607,"14,415","3,973","10,576","3,567",753378,197128
Ratnapura,12,19,2010,2010-12,425.7,17.7295,28.4795,0.473293,"13,485","3,318","11,463","3,280",1078721,277058
Trincomalee,12,7,2010,2010-12,722.0,21.6695,30.0695,0.39798793,"26,535","4,332","13,116","4,853",369921,90149
Vavuniya,12,1,2010,2010-12,515.5,20.811,29.211,0.40121773,"4,830","5,367",834,"4,724",172082,40631
Ampara,1,8,2011,2011-01,557.39996,20.9005,28.8005,0.3967016,"70,819","3,333","61,904","4,863",642045,160588
Anuradhapura,1,25,2011,2011-01,344.59998,19.528,28.928,0.38074195,"113,113","4,463","54,471","4,775",852764,226303
Badulla,1,2,2011,2011-01,628.6,16.661001,25.261,0.47286826,"27,733","3,324","13,179","4,395",810834,203923
Batticaloa,1,0,2011,2011-01,702.6,21.15,28.75,0.3690645,"59,520","2,399","21,699","4,031",521166,131305
Colombo,1,31,2011,2011-01,162.6,19.661001,29.911001,0.36656854,"4,651","2,706","2,378","2,999",2320143,559782
Galle,1,10,2011,2011-01,190.90001,21.432499,28.8825,0.43744084,"16,697","2,968","10,560","2,924",1060546,266560
Gampaha,1,13,2011,2011-01,168.7,19.674002,29.874,0.42983064,"13,041","3,061","5,461","3,415",2294215,591862
Hambantota,1,6,2011,2011-01,264.8,20.302,28.952,0.38048387,"36,084","5,779","25,339","5,047",594299,153610
Jaffna,1,0,2011,2011-01,243.4,22.174002,27.074001,0.35966128,"9,221","2,659",-,-,582985,134476
Kalutara,1,8,2011,2011-01,162.6,20.137,29.536999,0.46629974,"15,024","2,917","11,499","2,430",1215210,297863
Kandy,1,7,2011,2011-01,787.5,15.322,26.122002,0.46059138,"13,828","3,121","9,127","3,737",1368408,338413
Kegalle,1,12,2011,2011-01,304.30002,17.3325,28.1325,0.44502014,"8,212","2,993","7,024","2,756",838209,216947
Kilinochchi,1,0,2011,2011-01,380.7,21.3155,27.2155,0.36945564,"20,224","2,854","6,518","2,616",111764,26688
Kurunegala,1,17,2011,2011-01,350.5,18.2275,29.177502,0.45537904,"81,263","3,319","68,619","3,758",1606578,432364
Mannar,1,3,2011,2011-01,254.59999,21.363,27.513,0.3778575,"11,693","4,001","1,818","3,842",97782,21301
Matale,1,14,2011,2011-01,559.8,17.9255,27.525501,0.4240914,"19,814","3,599","10,718","4,202",481160,125996
Matara,1,7,2011,2011-01,190.90001,21.2475,29.2975,0.4382527,"15,925","3,474","15,401","3,299",812092,201714
Monaragala,1,8,2011,2011-01,532.8,17.911001,28.361,0.39833736,"30,587","4,077","15,764","4,123",445206,117638
Mullaitivu,1,0,2011,2011-01,424.6,22.802,27.202,0.38024867,"10,753","2,456","3,433","3,669",90075,23999
Nuwara Eliya,1,2,2011,2011-01,511.69998,9.864,20.564,0.4630309,"5,584","3,847","2,946","4,208",710519,174781
Polonnaruwa,1,9,2011,2011-01,566.5,19.7435,28.3935,0.44907528,"65,396","3,831","61,666","5,028",402813,108550
Puttalam,1,8,2011,2011-01,234.5,20.8195,29.2695,0.3703293,"20,253","3,641","17,521","3,684",757874,199404
Ratnapura,1,27,2011,2011-01,236.90001,16.9795,29.1795,0.47795835,"16,595","3,519","11,734","3,315",1083354,280225
Trincomalee,1,11,2011,2011-01,552.3,22.3195,27.219501,0.3952325,"30,331","2,388","18,514","4,710",374700,91974
Vavuniya,1,7,2011,2011-01,302.2,19.461,28.411001,0.3834919,"13,689","4,139","4,272","4,151",172099,41107
Ampara,2,12,2011,2011-02,471.49997,21.8005,29.8505,0.36907738,"70,819","3,333","61,904","4,863",642045,160588
Anuradhapura,2,49,2011,2011-02,387.9,19.627998,31.127998,0.3457753,"113,113","4,463","54,471","4,775",852764,226303
Badulla,2,6,2011,2011-02,270.4,17.411001,27.211,0.4272857,"27,733","3,324","13,179","4,395",810834,203923
Batticaloa,2,5,2011,2011-02,539.9,21.8,30.15,0.32158038,"59,520","2,399","21,699","4,031",521166,131305
Colombo,2,20,2011,2011-02,115.5,21.661001,31.161001,0.322814,"4,651","2,706","2,378","2,999",2320143,559782
Galle,2,3,2011,2011-02,205.2,22.8825,29.182499,0.47050744,"16,697","2,968","10,560","2,924",1060546,266560
Gampaha,2,37,2011,2011-02,113.3,21.724,31.724,0.40431848,"13,041","3,061","5,461","3,415",2294215,591862
Hambantota,2,18,2011,2011-02,139.2,22.652,29.852,0.36559674,"36,084","5,779","25,339","5,047",594299,153610
Jaffna,2,2,2011,2011-02,97.9,22.974,29.074001,0.3057976,"9,221","2,659",-,-,582985,134476
Kalutara,2,13,2011,2011-02,115.5,22.387,29.937,0.41849405,"15,024","2,917","11,499","2,430",1215210,297863
Kandy,2,12,2011,2011-02,506.79996,17.022001,27.872002,0.41831547,"13,828","3,121","9,127","3,737",1368408,338413
Kegalle,2,19,2011,2011-02,190.8,18.7325,29.932499,0.4209643,"8,212","2,993","7,024","2,756",838209,216947
Kilinochchi,2,1,2011,2011-02,224.1,21.9155,29.865501,0.33129615,"20,224","2,854","6,518","2,616",111764,26688
Kurunegala,2,260,2011,2011-02,256.4,20.0275,30.827501,0.4289375,"81,263","3,319","68,619","3,758",1606578,432364
Mannar,2,3,2011,2011-02,180.2,22.313,29.613,0.33667856,"11,693","4,001","1,818","3,842",97782,21301
Matale,2,13,2011,2011-02,370.1,18.2255,29.6755,0.37894344,"19,814","3,599","10,718","4,202",481160,125996
Matara,2,12,2011,2011-02,205.2,22.3975,29.7975,0.46176487,"15,925","3,474","15,401","3,299",812092,201714
Monaragala,2,13,2011,2011-02,425.6,19.311,29.661001,0.3773512,"30,587","4,077","15,764","4,123",445206,117638
Mullaitivu,2,2,2011,2011-02,347.5,23.502,29.002,0.3320283,"10,753","2,456","3,433","3,669",90075,23999
Nuwara Eliya,2,5,2011,2011-02,340.9,12.9140005,21.863998,0.43541518,"5,584","3,847","2,946","4,208",710519,174781
Polonnaruwa,2,16,2011,2011-02,507.5,19.8435,31.293499,0.3979732,"65,396","3,831","61,666","5,028",402813,108550
Puttalam,2,5,2011,2011-02,236.70003,21.869501,30.869501,0.33175594,"20,253","3,641","17,521","3,684",757874,199404
Ratnapura,2,21,2011,2011-02,167.29999,20.2795,29.629501,0.46964434,"16,595","3,519","11,734","3,315",1083354,280225
Trincomalee,2,19,2011,2011-02,503.10004,23.1695,29.1695,0.33751935,"30,331","2,388","18,514","4,710",374700,91974
Vavuniya,2,9,2011,2011-02,297.5,20.261,31.011,0.34199405,"13,689","4,139","4,272","4,151",172099,41107
Ampara,3,13,2011,2011-03,101.2,20.6005,31.5005,0.34898788,"70,819","3,333","61,904","4,863",642045,160588
Anuradhapura,3,97,2011,2011-03,39.6,19.028,34.528,0.26923117,"113,113","4,463","54,471","4,775",852764,226303
Badulla,3,11,2011,2011-03,157.7,14.861,29.311,0.3932218,"27,733","3,324","13,179","4,395",810834,203923
Batticaloa,3,5,2011,2011-03,119.3,21.3,31.5,0.2878253,"59,520","2,399","21,699","4,031",521166,131305
Colombo,3,51,2011,2011-03,117.700005,21.961,33.260998,0.29338843,"4,651","2,706","2,378","2,999",2320143,559782
Galle,3,18,2011,2011-03,127.5,23.2325,29.7325,0.47607663,"16,697","2,968","10,560","2,924",1060546,266560
Gampaha,3,155,2011,2011-03,91.4,21.674002,33.524,0.38490188,"13,041","3,061","5,461","3,415",2294215,591862
Hambantota,3,132,2011,2011-03,60.5,21.402,31.352,0.322625,"36,084","5,779","25,339","5,047",594299,153610
Jaffna,3,0,2011,2011-03,6.2000003,23.174002,31.574001,0.17051478,"9,221","2,659",-,-,582985,134476
